id_familia,bairro,regiao,localizacao,especie,calcamento,mat_piso,mat_parede
FAM00667,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00668,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00669,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00670,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00671,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00672,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Madeira Aproveitada
FAM00673,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM00674,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00675,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00676,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00677,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00678,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00679,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Madeira Aparelhada
FAM00680,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00681,Carvalho,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00682,Costeira,Urbana,Urbana,Coletivo,Calçamento Parcial,Carpete,Alvenaria sem Revestimento
FAM00683,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00684,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00685,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00686,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00687,Estação,Urbana,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00688,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00689,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00690,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00691,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00692,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00693,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00694,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Terra,Taipa/Adobe
FAM00695,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00696,Chapada,Urbana,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00697,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00698,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00699,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00700,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Taipa/Adobe
FAM00701,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00702,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00703,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00704,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00705,Costeira,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Terra,Madeira Aproveitada
FAM00706,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM00707,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00708,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM00709,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00710,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00711,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00712,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00713,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00714,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00715,Boqueirão,Urbana,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00716,Centro,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Terra,Madeira Aparelhada
FAM00717,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Taipa/Adobe
FAM00718,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria com Revestimento
FAM00719,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00720,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00721,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00722,Zona Rural Leste,Rural,Rural,Coletivo,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00723,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00724,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00725,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Terra,Madeira Aproveitada
FAM00726,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00727,Carvalho,Urbana,Rural,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria sem Revestimento
FAM00728,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00729,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00730,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00731,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Madeira Aproveitada
FAM00732,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM00733,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00734,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00735,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00736,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00737,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00738,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM00739,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00740,Fazenda Velha,Urbana,Urbana,Coletivo,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00741,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00742,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00743,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Madeira Aparelhada
FAM00744,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00745,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00746,Zona Rural Sul,Rural,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00747,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00748,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00749,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00750,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Madeira Aproveitada
FAM00751,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00752,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Taipa/Adobe
FAM00753,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00754,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00755,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Madeira Aproveitada
FAM00756,Carvalho,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00757,Passaúna,Urbana,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00758,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00759,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00760,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM00761,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aparelhada
FAM00762,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00763,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00764,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aproveitada
FAM00765,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00766,Zona Rural Sul,Rural,Urbana,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00767,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00768,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00769,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00770,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Madeira Aproveitada
FAM00771,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00772,Tindiquera,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00773,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00774,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00775,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00776,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aproveitada
FAM00777,Zona Rural Leste,Rural,Rural,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00778,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00779,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00780,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00781,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00782,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00783,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00784,Boqueirão,Urbana,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00785,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00786,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00787,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00788,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00789,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00790,Thomaz Coelho,Urbana,Urbana,Coletivo,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00791,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00792,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00793,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00794,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00795,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00796,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM00797,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00798,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00799,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00800,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00801,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00802,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00803,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00804,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00805,Boqueirão,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00806,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00807,Passaúna,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00808,Fazenda Velha,Urbana,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00809,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00810,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00811,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00812,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00813,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00814,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00815,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00816,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM00817,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00818,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00819,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00820,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00821,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00822,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aproveitada
FAM00823,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00824,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00825,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM00826,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00827,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00828,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00829,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM00830,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Madeira Aproveitada
